case	gene	probe	delta_beta	delta_rna	beta_tp	beta_r1
GLSS-SF-0003	CD44	cg01663768	0.008682866717647397	2.0702467889123324	0.0688520851309482	0.0775349518485956
GLSS-SF-0003	CD44	cg01766065	0.00032723490874770125	2.0702467889123324	0.0229744069516549	0.0233016418604026
GLSS-SF-0003	CD44	cg01879488	-0.0016986209274354007	2.0702467889123324	0.0275142693623221	0.0258156484348867
GLSS-SF-0003	CD44	cg02081846	-0.007647802966793016	2.0702467889123324	0.951918535283862	0.944270732317069
GLSS-SF-0003	CD44	cg02663352	-0.15491001869015908	2.0702467889123324	0.938862497277635	0.783952478587476
GLSS-SF-0003	CD44	cg04125208	0.025915380000000002	2.0702467889123324	0.07040818	0.09632356
GLSS-SF-0003	CD44	cg04171808	-0.05074050000000008	2.0702467889123324	0.6268314	0.5760909
GLSS-SF-0003	CD44	cg04699227	0.00917889999999999	2.0702467889123324	0.9111216	0.9203005
GLSS-SF-0003	CD44	cg06975166	-0.00795800000000002	2.0702467889123324	0.9658155	0.9578575
GLSS-SF-0003	CD44	cg07262328	0.004374629999999997	2.0702467889123324	0.05651326	0.06088789
GLSS-SF-0003	CD44	cg08530414	-0.07470190000000004	2.0702467889123324	0.3498473	0.2751454
GLSS-SF-0003	CD44	cg08606356	-0.010494269999999997	2.0702467889123324	0.03874734	0.02825307
GLSS-SF-0003	CD44	cg08688659	-0.1855275999999999	2.0702467889123324	0.9532468	0.7677192
GLSS-SF-0003	CD44	cg09077672	0.0819930000000001	2.0702467889123324	0.8494875	0.9314805
GLSS-SF-0003	CD44	cg13332350	0.009781400000000051	2.0702467889123324	0.9209058	0.9306872
GLSS-SF-0003	CD44	cg13369159	-0.0029962999999999518	2.0702467889123324	0.9478435	0.9448472
GLSS-SF-0003	CD44	cg14082886	-0.389093	2.0702467889123324	0.9519935	0.5629005
GLSS-SF-0003	CD44	cg14593191	0.32153839999999995	2.0702467889123324	0.2269121	0.5484505
GLSS-SF-0003	CD44	cg15239179	-0.021070000000000033	2.0702467889123324	0.9422418	0.9211718
GLSS-SF-0003	CD44	cg15427520	-0.00016850000000001586	2.0702467889123324	0.9560117	0.9558432
GLSS-SF-0003	CD44	cg15695194	-0.051896800000000076	2.0702467889123324	0.9117332	0.8598364
GLSS-SF-0003	CD44	cg16175294	-0.0622992	2.0702467889123324	0.9025158	0.8402166
GLSS-SF-0003	CD44	cg16344511	-0.027490499999999973	2.0702467889123324	0.9050608	0.8775703
GLSS-SF-0003	CD44	cg17640322	-0.37203800000000004	2.0702467889123324	0.4147791	0.0427411
GLSS-SF-0003	CD44	cg18652941	0.005893170000000003	2.0702467889123324	0.04066931	0.04656248
GLSS-SF-0003	CD44	cg19292760	-0.055612900000000076	2.0702467889123324	0.6800095	0.6243966
GLSS-SF-0003	CD44	cg19430728	0.0006301999999999142	2.0702467889123324	0.9343301	0.9349603
GLSS-SF-0003	CD44	cg20143092	0.06951654	2.0702467889123324	0.02157442	0.09109096
GLSS-SF-0003	CD44	cg20971158	-0.07598360000000004	2.0702467889123324	0.920698	0.8447144
GLSS-SF-0003	CD44	cg21076259	-0.17522969999999996	2.0702467889123324	0.3946104	0.2193807
GLSS-SF-0003	CD44	cg23186333	-0.03894070000000005	2.0702467889123324	0.930196	0.8912553
GLSS-SF-0003	CD44	cg23210303	0.02333810000000003	2.0702467889123324	0.8628409	0.886179
GLSS-SF-0003	CD44	cg25096745	-0.02293299999999998	2.0702467889123324	0.9287243	0.9057913
TCGA-06-0211	CHI3L1	cg02097014	0.038909937609982015	1.496104662821042	0.126297887382091	0.165207824992073
TCGA-06-0211	CHI3L1	cg03625911	-0.028860099999999944	1.496104662821042	0.6155894	0.5867293
TCGA-06-0211	CHI3L1	cg04361579	0.020065100000000058	1.496104662821042	0.9404391	0.9605042
TCGA-06-0211	CHI3L1	cg05526099	0.029019999999999935	1.496104662821042	0.9115256	0.9405456
TCGA-06-0211	CHI3L1	cg07423149	0.016730199999999973	1.496104662821042	0.3003075	0.3170377
TCGA-06-0211	CHI3L1	cg11196333	0.02902769999999999	1.496104662821042	0.8457926	0.8748203
TCGA-06-0211	CHI3L1	cg13134650	-0.007553000000000032	1.496104662821042	0.3335136	0.3259606
TCGA-06-0211	CHI3L1	cg14085262	-0.0495795	1.496104662821042	0.2587241	0.2091446
TCGA-06-0211	CHI3L1	cg14165900	0.0010345999999999966	1.496104662821042	0.9412701	0.9423047
TCGA-06-0211	CHI3L1	cg15490070	0.06231779999999998	1.496104662821042	0.4156013	0.4779191
TCGA-06-0211	CHI3L1	cg17000774	-0.005921299999999907	1.496104662821042	0.7799223	0.774001
TCGA-06-0211	CHI3L1	cg17014757	-0.0790419	1.496104662821042	0.3813376	0.3022957
TCGA-06-0211	CHI3L1	cg19081101	-0.03756590000000001	1.496104662821042	0.2262266	0.1886607
TCGA-06-0211	CHI3L1	cg20707774	0.030367000000000033	1.496104662821042	0.8745818	0.9049488
TCGA-06-0211	CD44	cg01663768	-0.014440157295230793	-0.1381181977508393	0.0803227583241733	0.0658826010289425
TCGA-06-0211	CD44	cg01766065	-0.005445216769802599	-0.1381181977508393	0.017856857707778	0.0124116409379754
TCGA-06-0211	CD44	cg01879488	0.018922738957451196	-0.1381181977508393	0.0496222821971222	0.0685450211545734
TCGA-06-0211	CD44	cg02081846	0.05397226294929092	-0.1381181977508393	0.901753027685342	0.955725290634633
TCGA-06-0211	CD44	cg02663352	0.021971468080641043	-0.1381181977508393	0.397849070687081	0.419820538767722
TCGA-06-0211	CD44	cg04125208	0.022552909999999995	-0.1381181977508393	0.08412869	0.1066816
TCGA-06-0211	CD44	cg04171808	-0.01779249999999999	-0.1381181977508393	0.3555576	0.3377651
TCGA-06-0211	CD44	cg04699227	0.04973179999999999	-0.1381181977508393	0.8601033	0.9098351
TCGA-06-0211	CD44	cg06975166	0.005576600000000043	-0.1381181977508393	0.934773	0.9403496
TCGA-06-0211	CD44	cg07262328	-0.02100349	-0.1381181977508393	0.1069523	0.08594881
TCGA-06-0211	CD44	cg08530414	0.10516198000000002	-0.1381181977508393	0.05950592	0.1646679
TCGA-06-0211	CD44	cg08606356	0.0016877500000000017	-0.1381181977508393	0.05138603	0.05307378
TCGA-06-0211	CD44	cg08688659	0.14421320000000004	-0.1381181977508393	0.6834621	0.8276753
TCGA-06-0211	CD44	cg09077672	0.021957400000000016	-0.1381181977508393	0.9261396	0.948097
TCGA-06-0211	CD44	cg13332350	0.023554300000000028	-0.1381181977508393	0.9104983	0.9340526
TCGA-06-0211	CD44	cg13369159	-0.0021063999999999528	-0.1381181977508393	0.9254289	0.9233225
TCGA-06-0211	CD44	cg14082886	0.03155739999999996	-0.1381181977508393	0.2892563	0.3208137
TCGA-06-0211	CD44	cg14593191	0.04780119999999999	-0.1381181977508393	0.2874176	0.3352188
TCGA-06-0211	CD44	cg15239179	0.223615	-0.1381181977508393	0.7017662	0.9253812
TCGA-06-0211	CD44	cg15427520	-0.041347400000000034	-0.1381181977508393	0.9214143	0.8800669
TCGA-06-0211	CD44	cg15695194	-0.0070957999999999855	-0.1381181977508393	0.905682	0.8985862
TCGA-06-0211	CD44	cg16175294	-0.006793799999999961	-0.1381181977508393	0.8722991	0.8655053
TCGA-06-0211	CD44	cg16344511	-0.05991659999999999	-0.1381181977508393	0.8480293	0.7881127
TCGA-06-0211	CD44	cg17640322	-0.001581970000000002	-0.1381181977508393	0.01724929	0.01566732
TCGA-06-0211	CD44	cg18652941	-0.032364649999999995	-0.1381181977508393	0.09762233	0.06525768
TCGA-06-0211	CD44	cg19292760	-0.10507870000000002	-0.1381181977508393	0.4774086	0.3723299
TCGA-06-0211	CD44	cg19430728	-0.037820999999999994	-0.1381181977508393	0.9239316	0.8861106
TCGA-06-0211	CD44	cg20143092	-0.0079493	-0.1381181977508393	0.04293572	0.03498642
TCGA-06-0211	CD44	cg20971158	-0.006651100000000021	-0.1381181977508393	0.8667538	0.8601027
TCGA-06-0211	CD44	cg21076259	0.0628159	-0.1381181977508393	0.1188402	0.1816561
TCGA-06-0211	CD44	cg23186333	0.08913590000000005	-0.1381181977508393	0.7129643	0.8021002
TCGA-06-0211	CD44	cg23210303	0.04851379999999994	-0.1381181977508393	0.8424759	0.8909897
TCGA-06-0211	CD44	cg25096745	0.06935590000000003	-0.1381181977508393	0.8340727	0.9034286
TCGA-19-4065	CHI3L1	cg02097014	-0.159661433518634	-1.2715858493549337	0.307792191998986	0.148130758480352
TCGA-19-4065	CHI3L1	cg03625911	0.016237399999999957	-1.2715858493549337	0.5527149	0.5689523
TCGA-19-4065	CHI3L1	cg04361579	-0.010854199999999925	-1.2715858493549337	0.9617893	0.9509351
TCGA-19-4065	CHI3L1	cg05526099	0.15251140000000007	-1.2715858493549337	0.7520328	0.9045442
TCGA-19-4065	CHI3L1	cg07423149	-0.17082009999999997	-1.2715858493549337	0.5773269	0.4065068
TCGA-19-4065	CHI3L1	cg11196333	0.12452720000000006	-1.2715858493549337	0.7725658	0.897093
TCGA-19-4065	CHI3L1	cg13134650	-0.2286226	-1.2715858493549337	0.6291557	0.4005331
TCGA-19-4065	CHI3L1	cg14085262	0.008008700000000007	-1.2715858493549337	0.2265254	0.2345341
TCGA-19-4065	CHI3L1	cg14165900	0.04045350000000003	-1.2715858493549337	0.9189686	0.9594221
TCGA-19-4065	CHI3L1	cg15490070	-0.04640130000000009	-1.2715858493549337	0.5991975	0.5527962
TCGA-19-4065	CHI3L1	cg17000774	0.045891000000000015	-1.2715858493549337	0.7185842	0.7644752
TCGA-19-4065	CHI3L1	cg17014757	-0.054081500000000005	-1.2715858493549337	0.4992989	0.4452174
TCGA-19-4065	CHI3L1	cg19081101	-0.5314530000000001	-1.2715858493549337	0.7489352	0.2174822
TCGA-19-4065	CHI3L1	cg20707774	-0.005633600000000016	-1.2715858493549337	0.868618	0.8629844
TCGA-19-4065	CD44	cg01663768	0.0016385786406041963	-0.961720918166876	0.0716888703965908	0.073327449037195
TCGA-19-4065	CD44	cg01766065	0.0003995320186686007	-0.961720918166876	0.0121777779989782	0.0125773100176468
TCGA-19-4065	CD44	cg01879488	-0.004347905824754396	-0.961720918166876	0.0629899020673739	0.0586419962426195
TCGA-19-4065	CD44	cg02081846	0.10456809220597096	-0.961720918166876	0.849892931800721	0.954461024006692
TCGA-19-4065	CD44	cg02663352	-0.010182597125083015	-0.961720918166876	0.474671626972459	0.464489029847376
TCGA-19-4065	CD44	cg04125208	0.004479520000000001	-0.961720918166876	0.06445626	0.06893578
TCGA-19-4065	CD44	cg04171808	0.007072899999999993	-0.961720918166876	0.3747874	0.3818603
TCGA-19-4065	CD44	cg04699227	-0.034716599999999986	-0.961720918166876	0.9416935	0.9069769
TCGA-19-4065	CD44	cg06975166	0.0591564	-0.961720918166876	0.8880936	0.94725
TCGA-19-4065	CD44	cg07262328	0.005391870000000007	-0.961720918166876	0.08405156	0.08944343
TCGA-19-4065	CD44	cg08530414	-0.06025512999999999	-0.961720918166876	0.1197644	0.05950927
TCGA-19-4065	CD44	cg08606356	-0.017271630000000003	-0.961720918166876	0.05261355	0.03534192
TCGA-19-4065	CD44	cg08688659	-0.041229199999999966	-0.961720918166876	0.7568342	0.715605
TCGA-19-4065	CD44	cg09077672	0.0031902999999999793	-0.961720918166876	0.9474585	0.9506488
TCGA-19-4065	CD44	cg13332350	0.005399000000000043	-0.961720918166876	0.9334018	0.9388008
TCGA-19-4065	CD44	cg13369159	-0.0016690000000000316	-0.961720918166876	0.9430115	0.9413425
TCGA-19-4065	CD44	cg14082886	0.034222699999999995	-0.961720918166876	0.2915047	0.3257274
TCGA-19-4065	CD44	cg14593191	0.04084949999999998	-0.961720918166876	0.3645933	0.4054428
TCGA-19-4065	CD44	cg15239179	0.032466400000000006	-0.961720918166876	0.9088553	0.9413217
TCGA-19-4065	CD44	cg15427520	0.01763910000000002	-0.961720918166876	0.9224677	0.9401068
TCGA-19-4065	CD44	cg15695194	-0.013985299999999978	-0.961720918166876	0.821148	0.8071627
TCGA-19-4065	CD44	cg16175294	0.055992299999999995	-0.961720918166876	0.8595362	0.9155285
TCGA-19-4065	CD44	cg16344511	0.07191449999999999	-0.961720918166876	0.7405047	0.8124192
TCGA-19-4065	CD44	cg17640322	-2.795999999999875e-05	-0.961720918166876	0.01555234	0.01552438
TCGA-19-4065	CD44	cg18652941	-0.00543333	-0.961720918166876	0.07764375	0.07221042
TCGA-19-4065	CD44	cg19292760	0.013209699999999991	-0.961720918166876	0.5566464	0.5698561
TCGA-19-4065	CD44	cg19430728	0.15957299999999996	-0.961720918166876	0.790988	0.950561
TCGA-19-4065	CD44	cg20143092	-0.0320275	-0.961720918166876	0.06225036	0.03022286
TCGA-19-4065	CD44	cg20971158	0.2794770999999999	-0.961720918166876	0.6144264	0.8939035
TCGA-19-4065	CD44	cg21076259	-0.049004460000000014	-0.961720918166876	0.145131	0.09612654
TCGA-19-4065	CD44	cg23210303	-0.009701999999999988	-0.961720918166876	0.8910027	0.8813007
TCGA-19-4065	CD44	cg25096745	0.059515899999999955	-0.961720918166876	0.8398231	0.899339
TCGA-19-0957	CHI3L1	cg02097014	0.12256150496219703	2.07291075759841	0.149148359973317	0.271709864935514
TCGA-19-0957	CHI3L1	cg03625911	0.024637999999999938	2.07291075759841	0.7146964	0.7393344
TCGA-19-0957	CHI3L1	cg04361579	0.00984509999999994	2.07291075759841	0.9600127	0.9698578
TCGA-19-0957	CHI3L1	cg05526099	0.03838149999999996	2.07291075759841	0.9052091	0.9435906
TCGA-19-0957	CHI3L1	cg07423149	0.0655252	2.07291075759841	0.4232566	0.4887818
TCGA-19-0957	CHI3L1	cg11196333	0.05548109999999995	2.07291075759841	0.8316348	0.8871159
TCGA-19-0957	CHI3L1	cg13134650	0.03637950000000001	2.07291075759841	0.3149907	0.3513702
TCGA-19-0957	CHI3L1	cg14085262	-0.03525819999999996	2.07291075759841	0.4794576	0.4441994
TCGA-19-0957	CHI3L1	cg14165900	0.010915700000000084	2.07291075759841	0.9122267	0.9231424
TCGA-19-0957	CHI3L1	cg15490070	0.023739600000000027	2.07291075759841	0.4797541	0.5034937
TCGA-19-0957	CHI3L1	cg17000774	0.03500510000000001	2.07291075759841	0.7016686	0.7366737
TCGA-19-0957	CHI3L1	cg17014757	-0.04912430000000001	2.07291075759841	0.4583588	0.4092345
TCGA-19-0957	CHI3L1	cg19081101	0.09987560000000001	2.07291075759841	0.2863913	0.3862669
TCGA-19-0957	CHI3L1	cg20707774	0.006540300000000054	2.07291075759841	0.9084441	0.9149844
TCGA-19-0957	CD44	cg01663768	0.004574678078299699	-0.34619933009698295	0.0705936531328246	0.0751683312111243
TCGA-19-0957	CD44	cg01766065	-0.0032910308805348017	-0.34619933009698295	0.0157971075994178	0.012506076718883
TCGA-19-0957	CD44	cg01879488	0.010083300409547996	-0.34619933009698295	0.0576481036033511	0.0677314040128991
TCGA-19-0957	CD44	cg02081846	0.28172819092591295	-0.34619933009698295	0.620655484903698	0.902383675829611
TCGA-19-0957	CD44	cg02663352	-0.11422052407456695	-0.34619933009698295	0.724951818223907	0.61073129414934
TCGA-19-0957	CD44	cg04125208	-0.0019039799999999996	-0.34619933009698295	0.0881066	0.08620262
TCGA-19-0957	CD44	cg04171808	-0.03818680000000002	-0.34619933009698295	0.2649597	0.2267729
TCGA-19-0957	CD44	cg04699227	0.03843479999999999	-0.34619933009698295	0.8780437	0.9164785
TCGA-19-0957	CD44	cg06975166	0.03418860000000001	-0.34619933009698295	0.9112998	0.9454884
TCGA-19-0957	CD44	cg07262328	-0.0431236	-0.34619933009698295	0.09685154	0.05372794
TCGA-19-0957	CD44	cg08530414	-0.011825729999999993	-0.34619933009698295	0.07942505	0.06759932
TCGA-19-0957	CD44	cg08606356	-0.016809840000000003	-0.34619933009698295	0.04764514	0.0308353
TCGA-19-0957	CD44	cg08688659	-0.0039911999999999725	-0.34619933009698295	0.8418085	0.8378173
TCGA-19-0957	CD44	cg09077672	0.07469480000000006	-0.34619933009698295	0.8569935	0.9316883
TCGA-19-0957	CD44	cg13332350	0.09339200000000003	-0.34619933009698295	0.746668	0.84006
TCGA-19-0957	CD44	cg13369159	0.0005325999999999942	-0.34619933009698295	0.9312294	0.931762
TCGA-19-0957	CD44	cg14082886	-0.2513904	-0.34619933009698295	0.7864573	0.5350669
TCGA-19-0957	CD44	cg14593191	0.11796120000000002	-0.34619933009698295	0.1875913	0.3055525
TCGA-19-0957	CD44	cg15239179	0.13281310000000002	-0.34619933009698295	0.472645	0.6054581
TCGA-19-0957	CD44	cg15427520	-0.05820029999999998	-0.34619933009698295	0.804866	0.7466657
TCGA-19-0957	CD44	cg15695194	0.03949310000000006	-0.34619933009698295	0.7316615	0.7711546
TCGA-19-0957	CD44	cg16175294	0.017728000000000077	-0.34619933009698295	0.8695803	0.8873083
TCGA-19-0957	CD44	cg16344511	0.07161020000000007	-0.34619933009698295	0.4437618	0.515372
TCGA-19-0957	CD44	cg17640322	0.0009514299999999996	-0.34619933009698295	0.01625498	0.01720641
TCGA-19-0957	CD44	cg18652941	-0.025419340000000012	-0.34619933009698295	0.09235487	0.06693553
TCGA-19-0957	CD44	cg19292760	0.09219709999999998	-0.34619933009698295	0.3232281	0.4154252
TCGA-19-0957	CD44	cg19430728	0.08073189999999997	-0.34619933009698295	0.8189644	0.8996963
TCGA-19-0957	CD44	cg20143092	0.007069089999999997	-0.34619933009698295	0.02458551	0.0316546
TCGA-19-0957	CD44	cg20971158	0.057056100000000054	-0.34619933009698295	0.7799663	0.8370224
TCGA-19-0957	CD44	cg21076259	0.028087400000000012	-0.34619933009698295	0.1477547	0.1758421
TCGA-19-0957	CD44	cg23186333	-0.015409999999999924	-0.34619933009698295	0.7362211	0.7208111
TCGA-19-0957	CD44	cg23210303	0.07965179999999994	-0.34619933009698295	0.7768817	0.8565335
TCGA-19-0957	CD44	cg25096745	0.16711759999999998	-0.34619933009698295	0.7512919	0.9184095
GLSS-SF-0014	CHI3L1	cg02097014	0.08157126389153999	0.15468891823477043	0.149449412319647	0.231020676211187
GLSS-SF-0014	CHI3L1	cg03625911	-0.02152759999999998	0.15468891823477043	0.8454288	0.8239012
GLSS-SF-0014	CHI3L1	cg04361579	0.0004684999999999828	0.15468891823477043	0.9584395	0.958908
GLSS-SF-0014	CHI3L1	cg05526099	-0.0047887999999999264	0.15468891823477043	0.9508053	0.9460165
GLSS-SF-0014	CHI3L1	cg07423149	0.08425060000000001	0.15468891823477043	0.2982506	0.3825012
GLSS-SF-0014	CHI3L1	cg11196333	-0.0007677000000000378	0.15468891823477043	0.9296831	0.9289154
GLSS-SF-0014	CHI3L1	cg13134650	0.04992479999999999	0.15468891823477043	0.206546	0.2564708
GLSS-SF-0014	CHI3L1	cg14085262	-0.08587239999999996	0.15468891823477043	0.6578523	0.5719799
GLSS-SF-0014	CHI3L1	cg14165900	0.0015110999999999875	0.15468891823477043	0.9627121	0.9642232
GLSS-SF-0014	CHI3L1	cg15490070	-0.11338290000000006	0.15468891823477043	0.824374	0.7109911
GLSS-SF-0014	CHI3L1	cg17000774	-0.016581500000000027	0.15468891823477043	0.8051068	0.7885253
GLSS-SF-0014	CHI3L1	cg17014757	0.06940440000000003	0.15468891823477043	0.6336301	0.7030345
GLSS-SF-0014	CHI3L1	cg19081101	0.18789709999999998	0.15468891823477043	0.4110059	0.598903
GLSS-SF-0014	CHI3L1	cg20707774	-0.007664400000000016	0.15468891823477043	0.9496188	0.9419544
GLSS-SF-0014	CD44	cg01663768	0.006944145560692401	0.6628597610147876	0.0455784290227264	0.0525225745834188
GLSS-SF-0014	CD44	cg01766065	0.002836845023868998	0.6628597610147876	0.0199573454998588	0.0227941905237278
GLSS-SF-0014	CD44	cg01879488	0.234312115303782	0.6628597610147876	0.014201845711798	0.24851396101558
GLSS-SF-0014	CD44	cg02081846	-0.000302560729571022	0.6628597610147876	0.946217740198366	0.945915179468795
GLSS-SF-0014	CD44	cg02663352	-0.13402662440798607	0.6628597610147876	0.923363597590041	0.789336973182055
GLSS-SF-0014	CD44	cg04125208	0.02679987999999999	0.6628597610147876	0.05216351	0.07896339
GLSS-SF-0014	CD44	cg04171808	-0.01553850000000001	0.6628597610147876	0.4931304	0.4775919
GLSS-SF-0014	CD44	cg04699227	-0.0022280000000000078	0.6628597610147876	0.9143378	0.9121098
GLSS-SF-0014	CD44	cg06975166	-0.0005256000000000149	0.6628597610147876	0.9591121	0.9585865
GLSS-SF-0014	CD44	cg07262328	0.010782419999999997	0.6628597610147876	0.02385915	0.03464157
GLSS-SF-0014	CD44	cg08530414	0.063116	0.6628597610147876	0.3255714	0.3886874
GLSS-SF-0014	CD44	cg08606356	-0.0008807200000000015	0.6628597610147876	0.02451257	0.02363185
GLSS-SF-0014	CD44	cg08688659	-0.016442500000000027	0.6628597610147876	0.9391599	0.9227174
GLSS-SF-0014	CD44	cg09077672	0.001936300000000002	0.6628597610147876	0.9422302	0.9441665
GLSS-SF-0014	CD44	cg13332350	0.00284300000000004	0.6628597610147876	0.8991391	0.9019821
GLSS-SF-0014	CD44	cg13369159	0.0024336000000000357	0.6628597610147876	0.9303383	0.9327719
GLSS-SF-0014	CD44	cg14082886	-0.15637350000000005	0.6628597610147876	0.9321572	0.7757837
GLSS-SF-0014	CD44	cg14593191	-0.024733800000000028	0.6628597610147876	0.2782991	0.2535653
GLSS-SF-0014	CD44	cg15239179	0.0003638999999999726	0.6628597610147876	0.9390783	0.9394422
GLSS-SF-0014	CD44	cg15427520	0.0061639	0.6628597610147876	0.9356298	0.9417937
GLSS-SF-0014	CD44	cg15695194	0.03374940000000004	0.6628597610147876	0.8411295	0.8748789
GLSS-SF-0014	CD44	cg16175294	0.010164600000000079	0.6628597610147876	0.8858809	0.8960455
GLSS-SF-0014	CD44	cg16344511	0.13371429999999995	0.6628597610147876	0.6556185	0.7893328
GLSS-SF-0014	CD44	cg17640322	0.008894620000000002	0.6628597610147876	0.01841942	0.02731404
GLSS-SF-0014	CD44	cg18652941	-0.00480829	0.6628597610147876	0.03164877	0.02684048
GLSS-SF-0014	CD44	cg19292760	-0.05103449999999998	0.6628597610147876	0.4674345	0.4164
GLSS-SF-0014	CD44	cg19430728	0.012249000000000065	0.6628597610147876	0.9194758	0.9317248
GLSS-SF-0014	CD44	cg20143092	-0.00424074	0.6628597610147876	0.01847606	0.01423532
GLSS-SF-0014	CD44	cg20971158	0.004831299999999983	0.6628597610147876	0.9100946	0.9149259
GLSS-SF-0014	CD44	cg21076259	-0.028529600000000044	0.6628597610147876	0.3075008	0.2789712
GLSS-SF-0014	CD44	cg23186333	-0.02176290000000003	0.6628597610147876	0.9060584	0.8842955
GLSS-SF-0014	CD44	cg23210303	0.032848199999999994	0.6628597610147876	0.8637464	0.8965946
GLSS-SF-0014	CD44	cg25096745	0.0004906999999999551	0.6628597610147876	0.9243116	0.9248023
GLSS-LU-0B13	CHI3L1	cg02097014	0.06549717907704689	-0.7408120897590488	0.0979260156045941	0.163423194681641
GLSS-LU-0B13	CHI3L1	cg03625911	0.08065470000000002	-0.7408120897590488	0.2458319	0.3264866
GLSS-LU-0B13	CHI3L1	cg04361579	-0.0017150999999999694	-0.7408120897590488	0.9277599	0.9260448
GLSS-LU-0B13	CHI3L1	cg05526099	0.06263930000000006	-0.7408120897590488	0.8065477	0.869187
GLSS-LU-0B13	CHI3L1	cg07423149	0.052103399999999994	-0.7408120897590488	0.210352	0.2624554
GLSS-LU-0B13	CHI3L1	cg11196333	-0.019811399999999924	-0.7408120897590488	0.8330213	0.8132099
GLSS-LU-0B13	CHI3L1	cg13134650	-0.04794759999999998	-0.7408120897590488	0.3300535	0.2821059
GLSS-LU-0B13	CHI3L1	cg14085262	0.0485801	-0.7408120897590488	0.1038967	0.1524768
GLSS-LU-0B13	CHI3L1	cg14165900	0.03782669999999999	-0.7408120897590488	0.8962517	0.9340784
GLSS-LU-0B13	CHI3L1	cg15490070	0.2581327	-0.7408120897590488	0.2560953	0.514228
GLSS-LU-0B13	CHI3L1	cg17000774	-0.11063990000000001	-0.7408120897590488	0.8316989	0.721059
GLSS-LU-0B13	CHI3L1	cg17014757	0.10786759999999998	-0.7408120897590488	0.1651231	0.2729907
GLSS-LU-0B13	CHI3L1	cg19081101	-0.04432660000000002	-0.7408120897590488	0.2617687	0.2174421
GLSS-LU-0B13	CHI3L1	cg20707774	0.10629199999999994	-0.7408120897590488	0.7809487	0.8872407
GLSS-LU-0B13	CD44	cg01663768	0.1091644211311923	-1.0118327541282457	0.0660376140507447	0.175202035181937
GLSS-LU-0B13	CD44	cg01766065	0.047410142373194894	-1.0118327541282457	0.0389267863503248	0.0863369287235197
GLSS-LU-0B13	CD44	cg01879488	0.028984952366159507	-1.0118327541282457	0.0511270302522985	0.080111982618458
GLSS-LU-0B13	CD44	cg02081846	0.15222229472745707	-1.0118327541282457	0.713459814857672	0.865682109585129
GLSS-LU-0B13	CD44	cg02663352	0.12144375481065006	-1.0118327541282457	0.563171584832362	0.684615339643012
GLSS-LU-0B13	CD44	cg04125208	0.030425850000000004	-1.0118327541282457	0.0530523	0.08347815
GLSS-LU-0B13	CD44	cg04171808	-0.018232199999999976	-1.0118327541282457	0.3349235	0.3166913
GLSS-LU-0B13	CD44	cg04699227	-0.0023073999999999595	-1.0118327541282457	0.7262495	0.7239421
GLSS-LU-0B13	CD44	cg06975166	0.01565989999999995	-1.0118327541282457	0.9163573	0.9320172
GLSS-LU-0B13	CD44	cg07262328	0.08792180000000001	-1.0118327541282457	0.1099033	0.1978251
GLSS-LU-0B13	CD44	cg08530414	0.05254781	-1.0118327541282457	0.03179791	0.08434572
GLSS-LU-0B13	CD44	cg08606356	0.09978734	-1.0118327541282457	0.04495336	0.1447407
GLSS-LU-0B13	CD44	cg08688659	-0.045992299999999986	-1.0118327541282457	0.8571063	0.811114
GLSS-LU-0B13	CD44	cg09077672	-0.0073656999999999195	-1.0118327541282457	0.8309707	0.823605
GLSS-LU-0B13	CD44	cg13332350	-0.029825000000000018	-1.0118327541282457	0.1704042	0.1405792
GLSS-LU-0B13	CD44	cg13369159	0.039615100000000014	-1.0118327541282457	0.8154383	0.8550534
GLSS-LU-0B13	CD44	cg14082886	0.038557499999999995	-1.0118327541282457	0.1675015	0.206059
GLSS-LU-0B13	CD44	cg14593191	0.0040756000000000125	-1.0118327541282457	0.3208814	0.324957
GLSS-LU-0B13	CD44	cg15239179	0.051715899999999926	-1.0118327541282457	0.8480054	0.8997213
GLSS-LU-0B13	CD44	cg15427520	-0.044259099999999996	-1.0118327541282457	0.8679252	0.8236661
GLSS-LU-0B13	CD44	cg15695194	-0.07254910000000003	-1.0118327541282457	0.7970892	0.7245401
GLSS-LU-0B13	CD44	cg16175294	0.051176699999999964	-1.0118327541282457	0.716012	0.7671887
GLSS-LU-0B13	CD44	cg16344511	-0.10508050000000002	-1.0118327541282457	0.8772291	0.7721486
GLSS-LU-0B13	CD44	cg17640322	-0.016862319999999997	-1.0118327541282457	0.03967344	0.02281112
GLSS-LU-0B13	CD44	cg18652941	0.06723378	-1.0118327541282457	0.07954572	0.1467795
GLSS-LU-0B13	CD44	cg19292760	0.08728059999999999	-1.0118327541282457	0.3642472	0.4515278
GLSS-LU-0B13	CD44	cg19430728	0.09825970000000006	-1.0118327541282457	0.7750967	0.8733564
GLSS-LU-0B13	CD44	cg20143092	0.0205152	-1.0118327541282457	0.02958213	0.05009733
GLSS-LU-0B13	CD44	cg20971158	0.11244759999999998	-1.0118327541282457	0.6519317	0.7643793
GLSS-LU-0B13	CD44	cg21076259	0.0721369	-1.0118327541282457	0.0365289	0.1086658
GLSS-LU-0B13	CD44	cg23186333	0.23581760000000002	-1.0118327541282457	0.3410912	0.5769088
